Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2009-09-01,6.97483,113.91428,321.12637,,,2.819017685930157,2495.7151,1575.9137,4071.6287,117.23386,,79.31405,204.47696,3730.7859,9737.1064,,,,3526.9365,167978.42,2.609934384066371
1980,80Q2,2009-09-01,7.04896,115.24792,324.07529,,,2.811983851856068,1946.5386,1324.3649,3270.9033,118.03359,,82.05959,205.62856,3780.4336,9840.5,,,,3552.0222,135945.39,2.603008289842732
1980,80Q3,2009-09-01,7.14199,116.42616,326.67465,,,2.805852653733491,2976.9888,1850.4351,4827.4238,119.30056,,83.54187,207.86137,3823.9795,9937.9004,,,,3596.3574,198850.41,2.598837258411035
1980,80Q4,2009-09-01,7.28599,117.47243,328.97125,,,2.800412403148552,2844.7578,1849.2864,4694.0439,121.95583,,85.70009,211.91563,3862.1604,10028.888,,,,3643.218,194213.8,2.596704165886015
1981,81Q1,2009-09-01,7.40694,118.42782,331.04642,,,2.795343357667143,1922.5325,1370.7137,3293.2461,124.20414,,88.13989,215.65453,3896.4551,10113.749,,,,3690.041,176586.59,2.595628267344849
1981,81Q2,2009-09-01,7.50202,119.33419,332.98154,,,2.790328069432574,1756.5583,1294.8639,3051.4224,125.97142,,90.04692,217.3036,3928.3428,10192.77,,,,3740.083,164176.8,2.594674273334802
1981,81Q3,2009-09-01,7.46564,120.22549,334.8421,,,2.785117365710051,1397.8701,1042.9342,2440.8044,125.14056,,92.11929,217.89406,3959.1042,10266.474,,,,3760.2625,131484.84,2.593130536953284
1981,81Q4,2009-09-01,7.43938,121.10176,336.63013,,,2.779729460579268,1171.0389,907.48828,2078.5273,124.58022,,93.96341,218.13551,3989.2295,10336.338,,,,3768.1467,112403.77,2.591061256315286
1982,82Q1,2009-09-01,7.36685,121.95441,338.33173,,,2.774247606134129,1023.5685,985.33447,2008.9031,123.08456,,95.09257,218.23877,4019.0098,10404.078,,,,3767.8088,86360.461,2.588716753066887
1982,82Q2,2009-09-01,7.22,122.77481,339.93307,,,2.768752564145691,1097.2175,1127.3411,2224.5586,120.38053,,95.98862,219.53119,4048.7371,10471.41,,,,3762.95,95435.938,2.586339824336828
1982,82Q3,2009-09-01,7.08892,123.56074,341.43628,,,2.763307179934339,1212.1998,1218.8177,2431.0176,118.10991,,97.59468,221.06406,4078.6543,10539.719,,,,3760.2434,104364.14,2.584116775967014
1982,82Q4,2009-09-01,7.04857,124.33593,342.90744,,,2.757911088130358,1615.0139,1376.5061,2991.52,117.99362,,97.99233,224.12677,4108.8096,10609.071,,,,3770.2891,129091.47,2.582030328200168
1983,83Q1,2009-09-01,7.00032,125.13082,344.42868,,,2.752548732598412,1864.6108,1540.3792,3404.99,117.54923,,98.19134,225.25301,4139.2021,10679.202,,,,3796.7952,169246.05,2.580014636154151
1983,83Q2,2009-09-01,7.07848,125.97604,346.08212,,,2.747205897248397,2098.0542,1804.396,3902.4502,119.29141,,99.24074,232.21471,4169.8315,10749.85,,,,3868.6621,193976.14,2.578005849876668
1983,83Q3,2009-09-01,7.24413,126.89524,347.93039,,,2.741871089884853,2026.8468,1960.7883,3987.635,122.03149,,100.16713,235.94846,4200.7222,10820.867,,,,3946.8552,198221.47,2.575953963344684
1983,83Q4,2009-09-01,7.36254,127.88351,349.95819,,,2.736538823496478,2066.488,1846.4369,3912.9248,123.79625,,101.15372,241.65919,4231.9956,10892.587,,,,4025.3948,194500.34,2.573865388706926
1984,84Q1,2009-09-01,7.4887,128.92876,352.13077,,,2.731204193695805,2206.4702,1443.0043,3649.4744,125.53709,,102.28239,246.36104,4263.7988,10965.458,,,,4109.604,222818.58,2.571757841856891
1984,84Q2,2009-09-01,7.62147,130.01878,354.41333,,,2.72586260231022,2014.5107,1487.2571,3501.7678,127.45168,,103.24515,251.89246,4296.2793,11039.93,,,,4179.6641,216061.08,2.569649044930575
1984,84Q3,2009-09-01,7.70341,131.14041,356.76877,,,2.720509795569497,1831.7598,1239.0819,3070.8418,128.49937,,104.04827,256.37213,4329.5181,11116.27,,,,4244.4331,188037.84,2.56755364990852
1984,84Q4,2009-09-01,7.76312,132.27647,359.15085,,,2.715152967115013,1823.2598,1306.6572,3129.917,129.36089,,104.91111,259.31558,4363.3389,11194.014,,,,4299.6685,192618.45,2.565469759866693
1985,85Q1,2009-09-01,7.91554,133.40869,361.51077,,,2.709799264200855,2052.676,994.88031,3047.5564,131.67171,,105.57391,261.42838,4397.4985,11272.513,,,,4348.2832,196391.16,2.563392119406067
1985,85Q2,2009-09-01,7.99139,134.51865,363.79996,,,2.704457411667453,1996.9086,1048.781,3045.6895,132.7523,,106.50726,265.80582,4431.7554,11351.12,,,,4395.2891,198528.66,2.56131464295164
1985,85Q3,2009-09-01,8.01297,135.59241,365.98196,,,2.699133085694104,2086.9946,1142.8789,3229.8735,133.13373,,107.23833,268.64297,4465.9492,11429.403,,,,4434.2856,211804.92,2.559232648683062
1985,85Q4,2009-09-01,8.08662,136.63461,368.06976,,,2.693825232128229,2083.4197,1057.46,3140.8796,134.69891,,108.0638,271.73969,4500.2476,11507.797,,,,4478.6377,203735.28,2.557147522282996
1986,86Q1,2009-09-01,7.97905,137.65456,370.08838,,,2.688529751575247,2051.51,817.15259,2868.6626,133.23347,,108.4097,273.92233,4534.8984,11586.949,,,,4526.3301,199762.69,2.555062534587324
1986,86Q2,2009-09-01,7.9658,138.66159,372.06296,,,2.683244581285993,2202.6389,754.24005,2956.8789,133.34462,,107.9758,274.96524,4570.1519,11667.51,,,,4572.5396,200273.16,2.552980788231569
1986,86Q3,2009-09-01,8.04799,139.66568,374.02002,,,2.677966555563256,2144.3083,695.59271,2839.9011,134.67603,,108.38432,278.13397,4606.1396,11749.822,,,,4628.5767,190507.02,2.550904449357114
1986,86Q4,2009-09-01,8.16517,140.67906,375.99136,,,2.672688884898719,2161.5425,697.01447,2858.5569,136.25122,,109.07671,283.47787,4642.5293,11833.011,,,,4686.5542,191557.11,2.548828501739343
1987,87Q1,2009-09-01,8.30306,141.71465,378.01016,,,2.6674035464929,2621.7834,858.09308,3479.8765,138.28056,,110.29751,288.07886,4678.8706,11915.891,,,,4752.2632,196409.98,2.546745148284289
1987,87Q2,2009-09-01,8.47103,142.78549,380.10959,,,2.662102360681047,2363.0598,794.81641,3157.8762,140.75616,,111.34966,291.89435,4714.7139,11997.28,,,,4823.9023,178810.41,2.544646452460244
1987,87Q3,2009-09-01,8.60041,143.8996,382.31006,,,2.656783340606923,2297.8032,796.35974,3094.1631,142.52225,,112.40439,296.47617,4749.7349,12076.343,,,,4889.9009,175829.23,2.542529899931889
1987,87Q4,2009-09-01,8.64327,145.0442,384.58115,,,2.651475550211591,2213.3533,702.7309,2916.0842,142.85202,,113.3225,304.49368,4784.1099,12153.623,,,,4943.5757,164006.36,2.54041467567457
1988,88Q1,2009-09-01,8.80876,146.20097,386.87964,,,2.646218010728656,2434.0969,1854.6594,4288.7563,145.58751,,113.90882,304.5112,4818.1401,12230.012,,,,4987.0254,167960.3,2.538326355433293
1988,88Q2,2009-09-01,8.97145,147.35143,389.16235,,,2.64104902137699,2351.8872,1936.6304,4288.5176,147.99309,,115.04534,309.98749,4852.1274,12306.4,,,,5037.9106,168089.78,2.536289545901041
1988,88Q3,2009-09-01,9.13344,148.48433,391.40115,,,2.635976132969721,2433.0459,851.77783,3284.8237,150.05962,,116.34035,315.30878,4886.459,12383.803,,,,5094.9961,171326.84,2.534310223415361
1988,88Q4,2009-09-01,9.25863,149.61871,393.62796,,,2.630873906077656,2672.9692,528.93201,3201.9014,151.24834,,117.52127,319.24683,4921.8667,12463.732,,,,5164.2446,175011.06,2.532318073547177
1989,89Q1,2009-09-01,9.43091,150.78168,395.88983,,,2.62558309471018,2351.9949,355.69846,2707.6934,153.85283,,118.57314,321.03217,4959.1699,12547.826,,,,5208.3149,177458.88,2.530227084980492
1989,89Q2,2009-09-01,9.55765,152.00075,398.2337,,,2.619945625268296,2389.7041,501.34912,2891.0532,155.198,,120.37582,321.31293,4999.186,12637.72,,,,5243.8169,174287.39,2.527955551163729
1989,89Q3,2009-09-01,9.61475,153.28667,400.6814,,,2.613935053843886,2290.3396,1542.6741,3833.0137,155.92299,,121.23726,323.59589,5042.2646,12734.195,,,,5289.4272,148671.34,2.525491224716767
1989,89Q4,2009-09-01,9.61659,154.58003,403.15384,,,2.608059009951027,2927.9617,1032.2783,3960.24,156.38736,,122.19569,327.38382,5086.8789,12834.614,,,,5321.8384,159522.39,2.523082277425555
1990,90Q1,2009-09-01,9.60117,155.80226,405.54678,,,2.602958262608001,2155.762,620.50568,2776.2676,152.36667,181.9787,124.36469,328.86273,5131.0308,12935.482,,,,5368.8003,154517.47,2.52102988740586
1990,90Q2,2009-09-01,9.48912,156.87308,407.75601,,,2.599273310627929,2002.6567,412.38242,2415.0393,150.93333,178.89708,125.50322,329.62988,5172.7246,13033.308,,,,5384.2334,128435.89,2.519621477625158
1990,90Q3,2009-09-01,9.50365,157.73909,409.71576,,,2.597426928226859,1959.5737,131.59518,2091.1689,151.23334,182.56232,127.51054,330.0697,5210.4453,13125.306,,,,5377.7002,117456.24,2.519037288425233
1990,90Q4,2009-09-01,9.44002,158.45929,411.51443,,,2.596972572576843,1834.0071,2023.5167,3857.5237,149.56667,180.94928,129.5267,329.4129,5244.6064,13211.539,,,,5355.9331,104978.38,2.519071593246731
1991,91Q1,2009-09-01,9.38693,159.12189,413.27887,,,2.597247116660065,1852.0127,95.33089,1947.3436,148.0,180.66132,130.44305,329.45013,5276.1045,13292.778,,,,5305.2666,91423.758,2.519430386566452
1991,91Q2,2009-09-01,9.3777,159.8159,415.13599,,,2.597588788099307,2154.6458,265.27127,2419.917,146.93333,179.91582,131.07759,331.06766,5305.8345,13369.798,,,,5275.7998,101065.09,2.51982944435979
1991,91Q3,2009-09-01,9.33916,160.60472,417.168,,,2.5974828137056,1869.6761,1897.9408,3767.6169,145.60001,179.52783,131.95792,330.47653,5334.5649,13443.36,,,,5278.2998,92999.477,2.520048073648893
1991,91Q4,2009-09-01,9.3563,161.44698,419.27853,,,2.597004477878744,2087.6663,133.45694,2221.123,144.96667,179.64998,132.83922,331.60638,5362.5513,13514.193,,,,5275.0664,95743.68,2.520105122350997
