Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld,ln_Gross Metro Product,ln_Total Households,ln_Total Population,ln_Total Real Personal Income,ln_Disposable Real Pers Income,ln_Persons Per Household,ln_Res SF Permits,ln_Res MF Permits,ln_Total Res Permits,ln_Employment Tot Non Agric,ln_Total Employed,ln_CPI Index,ln_Fla - Gross State Product,ln_Fla - Nbr of Households,ln_Fla - Total Population,ln_Fla -Total Real Personal Income,ln_Fla - Dis Real Personal Income,ln_Fla Total RealPers Inc per Hsld,ln_Fla - Emplymt Tot NonAgricultur,ln_Fla - Tot Resid Permits,ln_Fla - Persons Per Hsld
1980,80Q1,2019-12-01,8.1133,114.59162,321.12639,7008.8525,6195.9228,2.802354919146793,2495.715,1511.2239,4006.9389,116.97489,116.97489,78.51432,264.8154,3752.798,9737.1064,236110.01,209321.12,62.9,3523.3168,164629.22,2.594625769892225,2.093504690419397,4.741374677697706,5.7718347839531825,8.854929271907366,8.731646741807749,1.0304601062554763,7.822330540277671,7.320675131308402,8.29578286220444,4.761959296379963,4.761959296379963,4.363281028533954,5.579032979471492,8.230256974078697,9.18369926830942,12.372053119464148,12.251624811131107,4.141546163706395,8.167158097659147,12.011451072733742,0.9534422942307215
1980,80Q2,2019-12-01,8.04096,115.68591,324.07528,7154.218,6260.1576,2.801337518112621,1946.5386,970.67,2917.2086,117.79771,117.79771,81.25055,263.06551,3794.8007,9840.5,238949.5,211135.43,63.0,3548.3766,117633.44,2.593153311055308,2.0845484790479807,4.750878846317064,5.7809758344832645,8.875457391817644,8.74196063949609,1.0300969881662014,7.573807997318826,6.877986554708505,7.978382479138093,4.768968831300179,4.768968831300179,4.397537590417705,5.5724030886131075,8.241387171981653,9.194261801763492,12.384007511516147,12.260255054902887,4.143134726391533,8.174245482103213,11.675328627767298,0.9528746297818381
1980,80Q3,2019-12-01,8.11991,116.79211,326.67467,7291.5602,6403.151,2.797061119967779,2976.9888,1804.5607,4781.5496,119.33895,119.33895,82.78262,265.0346,3836.152,9937.9004,243625.49,215294.12,63.5,3592.6666,196475.34,2.590590883781456,2.094319070368319,4.760395516742567,5.788964782696388,8.89447282130825,8.764545491936346,1.0285692659538208,7.998667598832012,7.498072461643999,8.47251995704961,4.7819677636640785,4.7819677636640785,4.416218135976774,5.579860383500955,8.252225059827262,9.204111049974793,12.40338744809568,12.279760372250294,4.151039905898646,8.186649991269014,12.188292206232942,0.9518859901475306
1980,80Q4,2019-12-01,8.30312,117.80884,328.97125,7470.6479,6570.499,2.792415662525834,2844.7576,2313.5453,5158.303,121.96869,121.96869,85.15288,270.75268,3873.4171,10028.888,248544.1,219685.97,64.2,3639.479,218250.05,2.58915777492695,2.116631347782947,4.769063310846764,5.795970360928754,8.918737007966792,8.790345059888262,1.0269070500819895,7.953233140821562,7.746536388877205,8.548362928415054,4.803764372451482,4.803764372451482,4.4444482292026075,5.6012057842623975,8.261892368009967,9.21322500741193,12.42337557356254,12.299954396524747,4.162003210695915,8.199595818518311,12.293396702796898,0.9513326394019632
1981,81Q1,2019-12-01,8.46826,118.81395,331.04643,7255.7455,6604.2535,2.786258936766263,1922.5325,963.96564,2886.4981,123.82773,123.82773,87.70145,276.8081,3909.2824,10113.749,251682.17,222571.39,64.4,3686.2542,149443.73,2.587111383920486,2.136325056627435,4.777558824277282,5.802258637443202,8.889548916758683,8.795469190130074,1.0246998131659204,7.5613986063084315,6.871055650821786,7.967799316264153,4.818891325475359,4.818891325475359,4.4739384328788585,5.623324486321142,8.271109106724063,9.221651064246752,12.435922340314693,12.3130031830584,4.165113633110308,8.212366099498114,11.914675213001285,0.9505419575226874
1981,81Q2,2019-12-01,8.39634,119.85509,332.98155,7301.0542,6619.8489,2.778201159416759,1756.5584,1453.6484,3210.2069,125.67161,125.67161,89.53458,275.49618,3945.4901,10192.77,255242.71,225696.27,64.7,3736.2448,174772.71,2.583397687400103,2.1277958966125023,4.786283429732438,5.808087083040102,8.895774027669129,8.797827823897151,1.0218036533076644,7.471111719089418,7.2818318131704585,8.074090668875598,4.8336722348762535,4.8336722348762535,4.494624919374722,5.61857376279811,8.28032845877026,9.229433924408777,12.449970175383998,12.326945436306637,4.169761201506855,8.225836321827357,12.071241608733912,0.9491054656385185
1981,81Q3,2019-12-01,8.44852,120.78433,334.84212,7468.9621,6695.2461,2.772231464131151,1397.8701,1199.8034,2597.6735,125.26509,125.26509,91.7418,280.60672,3977.4367,10266.474,261825.26,231007.59,65.8,3756.4036,141952.94,2.581178476077319,2.1339912780998986,4.79400655854349,5.813659137153965,8.918511326037056,8.809153016224892,1.019652578610475,7.242705000021633,7.089912989020612,7.862371515737884,4.830432211749874,4.830432211749874,4.518978109643646,5.636954116062992,8.288392845566134,9.236638913883702,12.475432613670549,12.350205846107004,4.186619838331271,8.23121728929439,11.863250873204777,0.9482460683175676
1981,81Q4,2019-12-01,8.41445,121.70554,336.63014,7403.0274,6558.7027,2.765939331931808,1171.039,998.58254,2169.6215,124.7173,124.7173,93.81956,280.51419,4009.0429,10336.338,260650.43,229441.12,65.0,3764.2797,118482.62,2.578255772718221,2.1299504660296216,4.801604520732253,5.818984820231677,8.909644303638464,8.788548103234875,1.0173802994994237,7.065646667910757,6.906336813435384,7.682308007357743,4.826049576022566,4.826049576022566,4.541373363057723,5.636624311918504,8.296307813508175,9.243420926726099,12.47093543991674,12.343401717831966,4.174387269895637,8.233311807189958,11.682521562134049,0.9471131132179231
1982,82Q1,2019-12-01,8.26327,122.5495,338.33174,7232.2514,6510.8645,2.76077617615739,1023.5687,763.18464,1786.7533,122.54764,122.54764,94.92144,279.11404,4038.5802,10404.078,262867.68,230454.36,65.1,3763.9421,77420.676,2.576172190414839,2.111820392968819,4.808515029998438,5.824026893437083,8.886305663635964,8.781227522084972,1.0155118634386449,6.931050525467188,6.6374999941453865,7.488155453027164,4.808499852342754,4.808499852342754,4.5530496021225275,5.631620443827385,8.303648473543653,9.249953123656933,12.479406066682916,12.347808117475,4.175924549214524,8.233222118015226,11.257009155687422,0.9463046501132789
1982,82Q2,2019-12-01,8.26224,123.22554,339.93308,7238.5292,6406.6905,2.758625200587476,1097.2175,1187.6169,2284.8344,120.01078,120.01078,95.67485,283.39037,4063.6004,10471.41,262810.0,228903.02,64.7,3759.088,97861.549,2.576879852654804,2.1116957372091685,4.814016334809472,5.828748774708503,8.887173315570903,8.7650981139325,1.0147324398990307,7.000532708626373,7.079703973168954,7.734048828054333,4.787581572080607,4.787581572080607,4.560955463502855,5.646825346439295,8.309824657652271,9.256403965284433,12.479186616619023,12.341053699387919,4.169761201506855,8.231931653771667,11.491308993452769,0.9465793076321625
