Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld,ln_Gross Metro Product,ln_Total Households,ln_Total Population,ln_Total Real Personal Income,ln_Disposable Real Pers Income,ln_Persons Per Household,ln_Res SF Permits,ln_Res MF Permits,ln_Total Res Permits,ln_Employment Tot Non Agric,ln_Total Employed,ln_CPI Index,ln_Fla - Gross State Product,ln_Fla - Nbr of Households,ln_Fla - Total Population,ln_Fla -Total Real Personal Income,ln_Fla - Dis Real Personal Income,ln_Fla Total RealPers Inc per Hsld,ln_Fla - Emplymt Tot NonAgricultur,ln_Fla - Tot Resid Permits,ln_Fla - Persons Per Hsld
1980,80Q1,2020-12-01,9.40825,114.59001,321.12639,7008.8525,6195.9228,2.802394292486754,2495.715,1511.2239,4006.9389,116.97489,116.97489,78.51432,261.41356,3752.7455,9737.1064,236110.01,209321.12,62.91660598886869,3523.4372,164629.22,2.594662068077891,2.2415869639324635,4.741360627706003,5.7718347839531825,8.854929271907366,8.731646741807749,1.0304741562471798,7.822330540277671,7.320675131308402,8.29578286220444,4.761959296379963,4.761959296379963,4.363281028533954,5.566103674366491,8.230242984418922,9.18369926830942,12.372053119464148,12.251624811131107,4.141810135045227,8.16719226942107,12.011451072733742,0.9534562838904975
1980,80Q2,2020-12-01,9.4042,115.68008,324.07528,7154.218,6260.1576,2.801478698839074,1946.5386,970.67,2917.2086,117.79771,117.79771,81.25055,260.09164,3794.6094,9840.5,238949.5,211135.43,62.97077638610183,3548.4979,117633.44,2.593284041303435,2.2411563979973974,4.750828449973148,5.7809758344832645,8.875457391817644,8.74196063949609,1.030147384510117,7.573807997318826,6.877986554708505,7.978382479138093,4.768968831300179,4.768968831300179,4.397537590417705,5.561034030454013,8.241336759631414,9.194261801763492,12.384007511516147,12.260255054902887,4.142670751884734,8.17427966616551,11.675328627767298,0.9529250421320788
1980,80Q3,2020-12-01,9.5412,116.78589,326.67467,7291.5602,6403.151,2.797210091047814,2976.9888,1804.5607,4781.5496,119.33895,119.33895,82.78262,262.38221,3835.9478,9937.9004,243625.49,215294.12,63.51115883276618,3592.7894,196475.34,2.59072878937508,2.2556192637133012,4.760342258302119,5.788964782696388,8.89447282130825,8.764545491936346,1.0286225243942686,7.998667598832012,7.498072461643999,8.47251995704961,4.7819677636640785,4.7819677636640785,4.416218135976774,5.569802257515499,8.25217182798582,9.204111049974793,12.40338744809568,12.279760372250294,4.151215620109861,8.18668417142404,12.188292206232942,0.9519392219889747
1980,80Q4,2020-12-01,9.7761,117.80462,328.97125,7470.6479,6570.499,2.792515692508494,2844.7576,2313.5453,5158.303,121.96869,121.96869,85.15288,267.6644,3873.2785,10028.888,248544.1,219685.97,64.16892046363307,3639.6034,218250.05,2.589250424414356,2.2799406315094917,4.769027489463721,5.795970360928754,8.918737007966792,8.790345059888262,1.0269428714650333,7.953233140821562,7.746536388877205,8.548362928415054,4.803764372451482,4.803764372451482,4.4444482292026075,5.589733956998711,8.261856585011081,9.21322500741193,12.42337557356254,12.299954396524747,4.161518988551459,8.199629998650689,12.293396702796898,0.9513684224008498
1981,81Q1,2020-12-01,10.01044,118.81218,331.04643,7255.7455,6604.2535,2.786300444954381,1922.5325,963.96564,2886.4981,123.82773,123.82773,87.70145,276.42473,3909.224,10113.749,251682.17,222571.39,64.38161896069398,3686.3802,149443.73,2.587150032845393,2.3036285484050465,4.777543926925715,5.802258637443202,8.889548916758683,8.795469190130074,1.0247147105174874,7.5613986063084315,6.871055650821786,7.967799316264153,4.818891325475359,4.818891325475359,4.4739384328788585,5.621938559671183,8.271094167809387,9.221651064246752,12.435922340314693,12.3130031830584,4.164828172505306,8.212400279953343,11.914675213001285,0.9505568964373633
1981,81Q2,2020-12-01,9.99957,119.85635,332.98155,7301.0542,6619.8489,2.77817195334248,1756.5584,1453.6484,3210.2069,125.67161,125.67161,89.53458,276.52235,3945.5317,10192.77,255242.71,225696.27,64.69158770160179,3736.3725,174772.71,2.583370449158982,2.3025420920695194,4.786293942372136,5.808087083040102,8.895774027669129,8.797827823897151,1.021793140667967,7.471111719089418,7.2818318131704585,8.074090668875598,4.8336722348762535,4.8336722348762535,4.494624919374722,5.622291649522075,8.280339002398463,9.229433924408777,12.449970175383998,12.326945436306637,4.169631172985534,8.225870499945914,12.071241608733912,0.9490949220103158
1981,81Q3,2020-12-01,10.05589,120.78791,334.84212,7468.9621,6695.2461,2.772149298717066,1397.8701,1199.8034,2597.6735,125.26509,125.26509,91.7418,278.20215,3977.5543,10266.474,261825.26,231007.59,65.82569092771405,3756.532,141952.94,2.581102161194883,2.308158532485079,4.794036197710642,5.813659137153965,8.918511326037056,8.809153016224892,1.0196229394433236,7.242705000021633,7.089912989020612,7.862371515737884,4.830432211749874,4.830432211749874,4.518978109643646,5.628348007712535,8.288422411910084,9.236638913883702,12.475432613670549,12.350205846107004,4.187010201760465,8.231251470340748,11.863250873204777,0.9482165019736186
1981,81Q4,2020-12-01,9.91742,121.70809,336.63014,7403.0274,6558.7027,2.76588138060502,1171.039,998.58254,2169.6215,124.7173,124.7173,93.81956,275.15695,4009.1268,10336.338,260650.43,229441.12,65.01426445279805,3764.4084,118482.62,2.578201816914346,2.294292806824784,4.801625472722494,5.818984820231677,8.909644303638464,8.788548103234875,1.0173593475091833,7.065646667910757,6.906336813435384,7.682308007357743,4.826049576022566,4.826049576022566,4.541373363057723,5.61734166213643,8.296328740977447,9.243420926726099,12.47093543991674,12.343401717831966,4.174606698939294,8.233345996413448,11.682521562134049,0.9470921857486522
1982,82Q1,2020-12-01,9.67867,122.55047,338.33174,7232.2514,6510.8645,2.760754324320421,1023.5687,763.18464,1786.7533,122.54764,122.54764,94.92144,274.78149,4038.6121,10404.078,262867.68,230454.36,65.08861794377331,3764.0708,77420.676,2.576151841866665,2.26992449515448,4.808522945136086,5.824026893437083,8.886305663635964,8.781227522084972,1.015503948300997,6.931050525467188,6.6374999941453865,7.488155453027164,4.808499852342754,4.808499852342754,4.5530496021225275,5.615976200000935,8.303656372327987,9.249953123656933,12.479406066682916,12.347808117475,4.175749694354929,8.233256310305201,11.257009155687422,0.9462967513289453
1982,82Q2,2020-12-01,9.56136,123.22389,339.93308,7238.5292,6406.6905,2.758662139297826,1097.2175,1187.6169,2284.8344,120.01078,120.01078,95.67485,278.32711,4063.546,10471.41,262810.0,228903.02,64.67503997739905,3759.2165,97861.549,2.57691435017593,2.257729976359625,4.814002944638514,5.828748774708503,8.887173315570903,8.7650981139325,1.0147458300699879,7.000532708626373,7.079703973168954,7.734048828054333,4.787581572080607,4.787581572080607,4.560955463502855,5.628797076651336,8.309811270419576,9.256403965284433,12.479186616619023,12.341053699387919,4.169375346199448,8.231965837010724,11.491308993452769,0.946592694864857
