Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld,ln_Gross Metro Product,ln_Total Households,ln_Total Population,ln_Total Real Personal Income,ln_Disposable Real Pers Income,ln_Persons Per Household,ln_Res SF Permits,ln_Res MF Permits,ln_Total Res Permits,ln_Employment Tot Non Agric,ln_Total Employed,ln_CPI Index,ln_Fla - Gross State Product,ln_Fla - Nbr of Households,ln_Fla - Total Population,ln_Fla -Total Real Personal Income,ln_Fla - Dis Real Personal Income,ln_Fla Total RealPers Inc per Hsld,ln_Fla - Emplymt Tot NonAgricultur,ln_Fla - Tot Resid Permits,ln_Fla - Persons Per Hsld
1980,80Q1,2008-06-01,6.90358,113.91602,324.07529,,,2.844861416331083,2495.7151,1575.9137,4071.6287,117.33738,,79.31405,199.14635,3730.7859,9737.1064,,,,3528.7813,167978.42,2.609934384066371,1.9320401176316886,4.735461510255608,5.7809758653402925,,,1.0455143550846835,7.822330580346348,7.362590510035253,8.311798370379357,4.7650533749716315,,4.373415288230848,5.294039981566148,8.224374187495293,9.18369926830942,,,,8.168707849524818,12.03159079775373,0.9593250808141263
1980,80Q2,2008-06-01,7.01172,115.24792,324.07529,,,2.811983851856068,1946.5386,1324.3649,3270.9033,118.1415,,82.05959,201.64906,3780.4336,9840.5,,,,3553.8799,135945.39,2.603008289842732,1.9475830347157814,4.747085633991553,5.7809758653402925,,,1.0338902313487393,7.573807997318826,7.1886883027546915,8.09282146427657,4.771883058598892,,4.40744569065742,5.306528859766236,8.237593991029769,9.194261801763492,,,,8.175795215234206,11.820008539960115,0.9566678107337236
1980,80Q3,2008-06-01,7.16169,116.42457,324.07529,,,2.783564414281281,2976.9888,1850.4351,4827.4238,119.4054,,83.54187,205.75201,3823.9795,9937.9004,,,,3598.2385,198850.41,2.598837258411035,1.9687459866405788,4.757243595496793,5.7809758653402925,,,1.023732269843499,7.998667598832012,7.523176079608918,8.48206822961051,4.782524426066485,,4.425347943304974,5.326671608646764,8.249046913278262,9.204111049974793,,,,8.188199699139618,12.200308112489381,0.9550641366965317
1980,80Q4,2008-06-01,7.38728,117.47038,324.07529,,,2.75878302257982,2844.7578,1849.2864,4694.0439,122.06296,,85.70009,212.23289,3862.1604,10028.888,,,,3645.1238,194213.8,2.596704165886015,1.9997596022549415,4.766186216699039,5.7809758653402925,,,1.0147896486412529,7.95323321112632,7.522555113929792,8.454049728731956,4.804536977190985,,4.450853875778212,5.357684209456819,8.25898199501051,9.21322500741193,,,,8.201145608200688,12.176714893076767,0.9542430124014211
1981,81Q1,2008-06-01,7.58941,118.42653,332.98154,,,2.811714064407696,1922.5325,1370.7137,3293.2461,124.31329,,88.13989,218.32764,3896.4551,10113.749,,,,3691.9714,176586.59,2.595628267344849,2.026753854525763,4.774292768295706,5.808087053008408,,,1.0337942847127013,7.5613986063084315,7.223086832080507,8.099629013868743,4.8228049115462355,,4.47892521139854,5.385996870291271,8.267822470055412,9.221651064246752,,,,8.213915849113866,12.081566629954004,0.9538285941913394
1981,81Q2,2008-06-01,7.76422,119.33418,332.98154,,,2.79032830325729,1756.5583,1294.8639,3051.4224,126.08822,,90.04692,222.3819,3928.3428,10192.77,,,,3742.0393,164176.8,2.594674273334802,2.0495260008146348,4.781927792679489,5.808087053008408,,,1.0261592603289196,7.471111662159911,7.1661608720855146,8.023363121544863,4.836981820684864,,4.500330867816588,5.404396174172411,8.275972936542239,9.229433924408777,,,,8.227386009184016,12.008699174909532,0.9534609878665392
1981,81Q3,2008-06-01,7.81373,120.22626,332.98154,,,2.769624040538232,1397.8701,1042.9342,2440.8044,125.2489,,92.11929,225.77975,3959.1042,10266.474,,,,3762.2295,131484.84,2.593130536953284,2.0558824426701436,4.789375467458153,5.808087053008408,,,1.018711585550255,7.242705000021633,6.949793365762366,7.8000829360884785,4.830302957491279,,4.523084367584528,5.419559966560222,8.283773066537494,9.236638913883702,,,,8.232767012784949,11.786646838783007,0.9528658473462092
1981,81Q4,2008-06-01,7.88742,121.10265,332.98154,,,2.749580954669448,1171.0389,907.48828,2078.5273,124.69038,,93.96341,229.36256,3989.2295,10336.338,,,,3770.1179,112403.77,2.591061256315286,2.06526908518515,4.7966385330611585,5.808087053008408,,,1.0114485199472492,7.065646582516501,6.810680651455061,7.639414893078411,4.825833704561795,,4.542905451171338,5.435303983005675,8.29135338346678,9.243420926726099,,,,8.23486155316261,11.62985275680451,0.9520675432593199
1982,82Q1,2008-06-01,7.91278,121.95496,339.93307,,,2.787365679919866,1023.5685,985.33447,2008.9031,123.19273,,95.09257,232.73776,4019.0098,10404.078,,,,3769.78,86360.461,2.588716753066887,2.0684791738900015,4.803651796241553,5.828748745290947,,,1.025096949049394,6.93105033007237,6.892981146985244,7.6053441306999705,4.813750039618016,,4.554850838213157,5.449912326159954,8.298790832863745,9.249953123656933,,,,8.234771923301645,11.366285222733996,0.9511622907931875
1982,82Q2,2008-06-01,7.85748,122.77481,339.93307,,,2.768752564145691,1097.2175,1127.3411,2224.5586,120.49258,,95.98862,237.39966,4048.7371,10471.41,,,,3764.918,95435.938,2.586339824336828,2.061465944347498,4.810351864377786,5.828748745290947,,,1.0183968809131612,7.000532708626373,7.027617130181231,7.707313792897552,4.791588174271298,,4.564229642774551,5.469745049992571,8.306160284311893,9.256403965284433,,,,8.233481360448343,11.466210495094897,0.9502436809725396
1982,82Q3,2008-06-01,7.76473,123.5603,339.93307,,,2.751151219283216,1212.1998,1218.8177,2431.0176,118.20977,,97.59468,240.59697,4078.6543,10539.719,,,,3762.2107,104364.14,2.584116775967014,2.049591684585937,4.81672929601765,5.828748745290947,,,1.0120194492732968,7.100192004527895,7.105636569487233,7.79606521410892,4.772460758070519,,4.5808229837367,5.48312320994507,8.313522384561475,9.262906161398403,,,,8.232762015735467,11.555641408835607,0.9493837768369295
1982,82Q4,2008-06-01,7.71333,124.33539,339.93307,,,2.734000914783795,1615.0139,1376.5061,2991.52,118.10038,,97.99233,243.53188,4108.8096,10609.071,,,,3772.2615,129091.47,2.582030328200168,2.04295000094521,4.822982672393856,5.828748745290947,,,1.0057660728970914,7.387098842430864,7.227303756102084,8.003536898416964,4.771534940810334,,4.584889210301561,5.495247857977483,8.320888630501456,9.269464668867831,,,,8.235429967967548,11.768276501840056,0.9485760383663763
1983,83Q1,2008-06-01,7.65246,125.13048,346.08212,,,2.76576993870718,1864.6108,1540.3792,3404.99,117.65382,,98.19134,244.30553,4139.2021,10679.202,,,,3798.7813,169246.05,2.580014636154151,2.0350271647737856,4.829357032880155,5.846676087937258,,,1.0173190550571027,7.530807623972817,7.339783898863351,8.132997281721737,4.767746583834529,,4.586918024098977,5.498419614110654,8.32825831877605,9.27605339062145,,,,8.242435583749542,12.039108852245164,0.9477950718454006
