Year,Quarter/Year,Date,Gross Metro Product,Total Households,Total Population,Total Real Personal Income,Disposable Real Pers Income,Persons Per Household,Res SF Permits,Res MF Permits,Total Res Permits,Employment Tot Non Agric,Total Employed,CPI Index,Fla - Gross State Product,Fla - Nbr of Households,Fla - Total Population,Fla -Total Real Personal Income,Fla - Dis Real Personal Income,Fla Total RealPers Inc per Hsld,Fla - Emplymt Tot NonAgricultur,Fla - Tot Resid Permits,Fla - Persons Per Hsld
1980,80Q1,2021-03-01,8.68645,114.59001,321.12639,7008.8525,6195.9228,2.802394292486754,2495.715,1511.2239,4006.9389,116.97489,116.97489,78.51432,261.41465,3752.7455,9737.1064,236110.01,209321.12,62.91660598886869,3523.4372,164629.22,2.594662068077891
1980,80Q2,2021-03-01,8.64191,115.68008,324.07528,7154.218,6260.1576,2.801478698839074,1946.5386,970.67,2917.2086,117.79771,117.79771,81.25055,260.08928,3794.6094,9840.5,238949.5,211135.43,62.97077638610183,3548.4979,117633.44,2.593284041303435
1980,80Q3,2021-03-01,8.75459,116.78589,326.67467,7291.5602,6403.151,2.797210091047814,2976.9888,1804.5607,4781.5496,119.33895,119.33895,82.78262,262.38315,3835.9478,9937.9004,243625.49,215294.12,63.51115883276618,3592.7894,196475.34,2.59072878937508
1980,80Q4,2021-03-01,8.98836,117.80462,328.97125,7470.6479,6570.499,2.792515692508494,2844.7576,2313.5453,5158.303,121.96869,121.96869,85.15288,267.67024,3873.2785,10028.888,248544.1,219685.97,64.16892046363307,3639.6034,218250.05,2.589250424414356
1981,81Q1,2021-03-01,9.2245,118.81218,331.04643,7255.7455,6604.2535,2.786300444954381,1922.5325,963.96564,2886.4981,123.82773,123.82773,87.70145,276.43119,3909.224,10113.749,251682.17,222571.39,64.38161896069398,3686.3802,149443.73,2.587150032845393
1981,81Q2,2021-03-01,9.20838,119.85635,332.98155,7301.0542,6619.8489,2.77817195334248,1756.5584,1453.6484,3210.2069,125.67161,125.67161,89.53458,276.52765,3945.5317,10192.77,255242.71,225696.27,64.69158770160179,3736.3725,174772.71,2.583370449158982
1981,81Q3,2021-03-01,9.27783,120.78791,334.84212,7468.9621,6695.2461,2.772149298717066,1397.8701,1199.8034,2597.6735,125.26509,125.26509,91.7418,278.20375,3977.5543,10266.474,261825.26,231007.59,65.82569092771405,3756.532,141952.94,2.581102161194883
1981,81Q4,2021-03-01,9.14474,121.70809,336.63014,7403.0274,6558.7027,2.76588138060502,1171.039,998.58254,2169.6215,124.7173,124.7173,93.81956,275.15734,4009.1268,10336.338,260650.43,229441.12,65.01426445279805,3764.4084,118482.62,2.578201816914346
1982,82Q1,2021-03-01,8.91864,122.55047,338.33174,7232.2514,6510.8645,2.760754324320421,1023.5687,763.18464,1786.7533,122.54764,122.54764,94.92144,274.77936,4038.6121,10404.078,262867.68,230454.36,65.08861794377331,3764.0708,77420.676,2.576151841866665
1982,82Q2,2021-03-01,8.8214,123.22389,339.93308,7238.5292,6406.6905,2.758662139297826,1097.2175,1187.6169,2284.8344,120.01078,120.01078,95.67485,278.32133,4063.546,10471.41,262810.0,228903.02,64.67503997739905,3759.2165,97861.549,2.57691435017593
1982,82Q3,2021-03-01,8.70918,123.85137,341.43627,7373.8628,6439.1049,2.756822714193634,1212.1999,1209.9478,2422.1477,118.42589,118.42589,97.47112,280.9187,4088.2613,10539.719,264059.78,231267.27,64.58975114922328,3756.5131,104007.18,2.578044363260244
1982,82Q4,2021-03-01,8.71278,124.45004,342.90745,7251.5716,6420.7889,2.755382400841333,1615.014,1547.2507,3162.2647,118.20026,118.20026,98.08104,285.46607,4112.5895,10609.071,264289.85,232593.81,64.26361055485843,3766.5486,135962.58,2.579657172202575
1983,83Q1,2021-03-01,8.76445,124.95434,344.42868,7605.1056,6720.4481,2.756436311055702,1864.6109,1155.9327,3020.5436,117.94545,117.94545,98.08277,289.81806,4133.3658,10679.202,273235.46,242730.97,66.10483398299759,3793.0284,150117.04,2.583657609012007
1983,83Q2,2021-03-01,8.96249,125.5597,346.08213,7580.6922,6836.3883,2.756315362333615,2098.0543,1819.6458,3917.7001,119.18173,119.18173,99.23919,301.12671,4156.0498,10749.85,277313.34,247430.77,66.7252206650652,3864.8238,194734.95,2.586554665442171
1983,83Q3,2021-03-01,9.21565,126.33734,347.93039,7478.9264,6893.1845,2.753979069054327,2026.8468,2070.8535,4097.7003,121.46393,121.46393,100.25109,307.63576,4182.256,10820.867,279426.42,252167.72,66.81236634008056,3942.9397,203698.02,2.587327748468769
1983,83Q4,2021-03-01,9.52272,127.33024,349.95821,7671.3325,7026.9414,2.748429673893649,2066.4881,2105.5679,4172.056,123.64481,123.64481,101.16099,314.7744,4213.6919,10892.587,286303.53,258615.91,67.94600478502001,4021.4011,207394.01,2.585045907129565
1984,84Q1,2021-03-01,9.71665,128.49144,352.13078,7788.9274,7101.4548,2.740499911900746,2206.4701,1443.0089,3649.4789,125.73339,125.73339,102.31935,320.27065,4249.341,10965.458,291372.44,263981.92,68.56885338220678,4105.5268,222818.94,2.580507895224224
1984,84Q2,2021-03-01,9.92118,129.80888,354.41333,7909.0934,7188.734,2.730270302000911,2014.5106,1487.2618,3501.7724,127.28746,127.28746,103.38991,327.28744,4289.3433,11039.93,296373.44,268804.12,69.09529484385173,4175.5177,216061.44,2.573804246444904
1984,84Q3,2021-03-01,9.95096,131.15149,356.76879,8074.7591,7314.5566,2.720280112715456,1831.7597,1238.429,3070.1887,128.16857,128.16857,104.30115,331.89215,4329.8804,11116.27,302494.38,273692.96,69.86206362651495,4240.2215,187989.3,2.567338811483107
1984,84Q4,2021-03-01,9.94903,132.3954,359.15084,8244.4388,7422.4701,2.71271388582987,1823.2597,1307.3003,3130.56,129.2005,129.2005,105.10728,335.74966,4367.2569,11194.014,308429.54,277884.73,70.62317309522139,4295.4028,192666.28,2.563168198326047
1985,85Q1,2021-03-01,10.06522,133.6339,361.51077,8187.5606,7364.6132,2.705232504626446,2052.6763,995.49547,3048.1718,131.65119,131.65119,105.73254,339.44184,4404.9181,11272.513,310886.62,276773.81,70.57716237675338,4343.9695,196447.97,2.559074367353164
1985,85Q2,2021-03-01,10.07634,134.8512,363.79994,8302.8428,7541.6659,2.697787932180062,1996.9088,1048.7096,3045.6184,132.57122,132.57122,106.79173,344.67822,4442.7114,11351.12,315090.29,284334.11,70.92297059854033,4390.9286,198522.07,2.554998283255582
1985,85Q3,2021-03-01,10.19881,136.0413,365.98197,8395.5379,7510.8059,2.690226938437077,2086.9949,1141.7747,3228.7696,133.04229,133.04229,107.61769,351.11935,4480.7389,11429.403,318107.77,283963.97,70.99448932407108,4429.884,211702.96,2.550785318019758
1985,85Q4,2021-03-01,10.3878,137.17211,368.06974,8542.6029,7593.6638,2.683269507190638,2083.42,1058.0203,3141.4403,134.50021,134.50021,108.40391,355.97911,4517.958,11507.797,322957.54,287818.7,71.48307708925138,4474.1963,203787.03,2.547123501369424
1986,86Q1,2021-03-01,10.34514,138.2379,370.08835,8518.7031,7709.1057,2.677184404566331,2051.51,817.41057,2868.9206,133.00253,133.00253,108.67543,360.91389,4554.1225,11586.949,328755.45,293425.39,72.18853906542918,4521.8406,199792.46,2.544276971030094
1986,86Q2,2021-03-01,10.38255,139.23112,372.06295,8704.0241,7822.4853,2.672268599146513,2202.639,754.7928,2957.4318,133.17868,133.17868,108.34258,364.67519,4588.9235,11667.51,335213.78,298852.7,73.04845678948452,4568.0039,200336.94,2.542537481829889
1986,86Q3,2021-03-01,10.59219,140.19919,374.02,8837.226,7862.6212,2.667775755337816,2144.3085,695.40175,2839.7103,134.84681,134.84681,108.8009,369.61414,4623.7283,11749.822,338070.52,301080.53,73.11643290112873,4623.9767,190484.98,2.541200788117243
1986,86Q4,2021-03-01,10.7104,141.14291,375.99137,8884.4494,7871.2823,2.663905469994915,2161.5425,696.39488,2857.9374,135.94811,135.94811,109.45323,374.34831,4657.8279,11833.011,339765.3,302239.09,72.94500941093165,4681.9106,191485.63,2.540456894081466
1987,87Q1,2021-03-01,10.88111,142.06484,378.01017,9001.3076,8062.4188,2.660828463960541,2621.7835,859.42351,3481.207,137.86877,137.86877,110.64287,379.10962,4690.4279,11915.891,345539.61,309183.72,73.66910170391917,4747.5522,196520.8,2.540469921731448
1987,87Q2,2021-03-01,11.16608,142.9944,380.10958,9095.3371,8042.1058,2.658213048902614,2363.0599,794.76034,3157.8202,140.63106,140.63106,111.87504,383.77232,4721.6123,11997.28,349011.33,308139.37,73.91782887383617,4819.1135,178805.74,2.540928656933565
1987,87Q3,2021-03-01,11.39434,144.04025,382.31006,9232.3927,8229.016,2.654189089507968,2297.8032,795.72573,3093.529,142.93163,142.93163,112.98551,389.12262,4754.3757,12076.343,353806.43,315433.86,74.41701125975383,4885.0367,175776.43,2.540048107683202
1987,87Q4,2021-03-01,11.47286,145.23449,384.58113,9431.302,8366.1721,2.648001380388364,2213.3533,702.09043,2915.4438,142.458,142.458,113.8668,399.37743,4790.3791,12153.623,360794.18,320700.12,75.31641493676356,4938.6855,163953.01,2.537090018616689
1988,88Q1,2021-03-01,11.7238,146.43937,386.87961,9683.9317,8544.3563,2.641909822474653,2434.0971,1854.6596,4288.7567,145.90863,145.90863,114.49493,397.58694,4825.9864,12230.012,366047.43,326227.01,75.84924607330016,4982.0854,167960.31,2.534199433301346
1988,88Q2,2021-03-01,11.95966,147.65345,389.16234,9705.9588,8639.6338,2.635646779672266,2351.8875,1936.6305,4288.5179,147.89752,147.89752,115.64206,405.3378,4862.0722,12306.4,368247.56,328940.44,75.73880947304733,5032.9092,168089.79,2.531101862288265
1988,88Q3,2021-03-01,12.14786,148.84023,391.40113,9876.4521,8825.9582,2.629672972152758,2433.0459,851.77788,3284.8238,149.64851,149.64851,117.05226,412.29391,4898.1979,12383.803,375164.14,335321.67,76.59227896855698,5089.9273,171326.84,2.52823655818398
1988,88Q4,2021-03-01,12.44086,149.84915,393.62796,9858.1528,8937.1653,2.626828113472782,2672.9695,528.93204,3201.9016,150.83329,150.83329,118.27618,419.78598,4929.4941,12463.732,380216.55,340314.05,77.13094737246972,5159.1451,175011.07,2.528399820987715
1989,89Q1,2021-03-01,12.80482,151.06763,395.88984,10221.898,9135.0904,2.620613297501258,2351.9948,355.69848,2707.6933,154.04257,154.04257,119.36384,424.18126,4968.6158,12547.826,391299.61,348939.21,78.75424982547453,5203.1199,177458.87,2.525416837421803
1989,89Q2,2021-03-01,13.03648,152.27897,398.23372,10232.609,9163.9702,2.615159007182673,2389.7041,501.3491,2891.0532,155.09477,155.09477,121.20642,427.66884,5008.3359,12637.72,394095.36,351346.2,78.68788513166619,5238.5691,174287.39,2.523337142782296
1989,89Q3,2021-03-01,13.15526,153.5045,400.6814,10317.452,9258.5526,2.610225758853975,2290.3395,1542.6741,3833.0136,155.61926,155.61926,122.15156,431.66109,5049.3699,12734.195,399442.99,356642.99,79.1074922041263,5284.1717,148671.34,2.521937440154662
1989,89Q4,2021-03-01,13.12655,154.63217,403.15385,10434.503,9366.7289,2.607179670310518,2927.9616,1032.2783,3960.24,155.9849,155.9849,123.13825,433.78839,5088.5068,12834.614,404314.83,361250.54,79.45647827374428,5316.6846,159522.39,2.522275100428283
1990,90Q1,2021-03-01,12.64149,155.45577,405.54679,10346.268,9374.5016,2.608759970762101,2155.7621,620.50567,2776.2678,150.3,150.3,125.4007,438.92643,5119.5591,12935.482,406169.61,363844.62,79.33683390821682,5360.5667,154517.48,2.526678908736496
1990,90Q2,2021-03-01,12.50581,156.23105,407.75603,10383.467,9373.641,2.609955127357846,2002.657,412.38243,2415.0394,148.86667,148.86667,126.57035,441.98097,5151.5545,13033.308,408275.93,365697.02,79.25295752961557,5379.4667,128435.89,2.529975757802815
1990,90Q3,2021-03-01,12.54107,157.00456,409.71578,10382.159,9338.1389,2.609578855544068,1959.5737,131.59518,2091.1689,149.06667,149.06667,128.68678,442.9043,5186.2316,13125.306,407895.74,365637.79,78.64973480937488,5369.1333,117456.25,2.530798277500758
1990,90Q4,2021-03-01,12.40989,157.67902,411.51445,10286.082,9227.4564,2.609823741928381,1834.0072,2023.5167,3857.5239,147.36667,147.36667,130.76532,437.97207,5218.8425,13211.539,403930.14,362489.77,77.39841545323509,5346.0333,104978.38,2.531507513399763
1991,91Q1,2021-03-01,12.35454,158.47805,413.27886,10367.481,9353.3065,2.607798745630704,1852.0125,95.3309,1947.3434,146.03333,146.03333,131.72967,437.88677,5254.7933,13292.778,407243.39,367486.27,77.49941182272573,5295.7,91423.755,2.529648121458935
1991,91Q2,2021-03-01,12.52656,159.24543,415.13598,10403.491,9412.3734,2.606894150745802,2154.6456,265.27129,2419.9169,145.06667,145.06667,132.40449,441.35159,5286.8952,13369.798,409507.37,369911.61,77.45706213355619,5268.4667,101065.09,2.52885625574723
1991,91Q3,2021-03-01,12.53046,159.9875,417.16801,10362.049,9402.3526,2.607503773732323,1869.6759,1897.9409,3767.6168,143.4,143.4,133.32405,444.22239,5314.0413,13443.36,409651.71,370100.21,77.08854464492025,5268.3667,92999.474,2.529780865647393
1991,91Q4,2021-03-01,12.49706,160.84496,419.27853,10505.737,9470.1267,2.606724699362666,2087.666,133.45694,2221.1229,142.83333,142.83333,134.19661,445.20745,5342.5295,13514.193,413153.76,372895.22,77.33298618192,5264.4,95743.667,2.529549532669871
1992,92Q1,2021-03-01,12.57341,161.63555,421.32654,10605.829,9579.9936,2.60664525842242,1797.6441,89.99959,1887.6437,142.23333,142.23333,134.9909,448.87845,5368.6714,13583.018,416301.4,377139.97,77.54272314003052,5292.3333,101673.04,2.530052034847951
1992,92Q2,2021-03-01,12.67421,162.39153,423.17099,10695.988,9661.8148,2.605868606570799,2476.3211,53.05204,2529.3731,142.16667,142.16667,136.20615,454.92504,5395.9087,13650.553,420982.57,380351.55,78.01884601939244,5312.2667,96647.865,2.529796881107347
1992,92Q3,2021-03-01,12.70428,162.9634,424.726,10719.246,9730.781,2.606266192286121,2378.8634,114.5909,2493.4543,141.93333,141.93333,136.99304,463.35487,5420.8967,13717.596,424548.91,383269.99,78.31710019488104,5340.3,99945.409,2.530503117685308
1992,92Q4,2021-03-01,12.88497,163.64241,426.12647,10845.12,9805.4526,2.604009987386521,2379.1714,106.35747,2485.5289,143.63333,143.63333,137.85977,472.81079,5451.9463,13785.257,429622.95,386923.88,78.801757456782,5401.4,109821.69,2.528501977358068
1993,93Q1,2021-03-01,12.8723,164.28963,427.56244,10948.097,9948.3734,2.60249195277876,2230.736,50.2582,2280.9942,145.3,145.3,139.15384,479.29668,5482.306,13854.724,434767.86,393703.39,79.30382944695171,5463.0333,104277.99,2.52717086569046
1993,93Q2,2021-03-01,12.8756,165.0294,429.22399,10976.282,9938.3671,2.600894083114887,2433.0667,69.93562,2503.0023,145.56667,145.56667,140.28438,478.71247,5513.9731,13927.185,436959.19,394420.71,79.24579646571,5534.5333,112026.91,2.525798502716671
